resource_comp_info_ore,intermediate resource#dropped by ore deposit,進階資源#從礦床產出,中级资源#产自矿床,промежуточный ресурс#добытый из руды,,Erweiterter Rohstoff#wird aus Erzvorkommen gewonnen,,промежуточный ресурс#добытый из руды,ressource intermédiaire#lâché par dépôt de minerai,0,
resource_comp_info_gold_ore,intermediate resource#dropped by gold ore deposit,進階資源#從金礦床產出,中级资源#产自金矿矿床,промежуточный ресурс#добывается из золотой руды,,Erweiterter Rohstoff#wird aus Goldvorkommen gewonnen,,промежуточный ресурс#добывается из золотой руды,ressource intermédiaire#lâché par dépôt de minerai d'or,0,
resource_comp_info_poop,simple resource#dropped by humans when they've eaten,基礎資源#人類進食後產生,基础资源#人类进食后产生,простой ресурс#производится людьми которые поели,,Einfacher Rohstoff#wird durch Menschen nach dem Essen ausgeschieden,,простой ресурс#производится людьми которые поели,ressoucre basique#lâché par les humains quand ils ont mangé,0,
resource_comp_info_raw_drumstick,simple resource#dropped by chickens,基礎資源#來自雞,基础资源#产自鸡,простой ресурс#выпадает из курей,,Einfacher Rohstoff#wird aus Hühnern gewonnen,,простой ресурс#выпадает из курей,ressoucre basique#lâché par les poulets,0,
resource_comp_info_bone,simple resource#dropped by corpses,基礎資源#來自屍體,基础资源#来自尸体,простой ресурс#выпадает из трупов,,Einfacher Rohstoff#wird aus Leichen gewonnen,,простой ресурс#выпадает из трупов,ressoucre basique#lâché par les cadavres,0,
resource_comp_info_feather,simple resource#dropped by chickens#needed for writing,基礎資源#來自雞#書寫的必需品,基础资源#来自鸡#书写的必需品,простой ресурс#выпадает из курей#используется для письма,,Einfacher Rohstoff#wird aus Hühnern gewonnen#wird zum Schreiben benötigt,,простой ресурс#выпадает из курей#используется для письма,ressoucre basique#lâché par les poulets#nécessaire pour écrire,0,
resource_comp_info_coral,simple resource#dropped by coral reefs#needed for medication,基礎資源#從珊瑚產出#藥學的必需品,基础资源#产自珊瑚#治疗的必需品,простой ресурс#добывается из кораловых рифов#используется в медицине,,Einfacher Rohstoff#wird aus Korallenriffen gewonnen#wird für Medizin benötigt,,простой ресурс#добывается из кораловых рифов#используется в медицине,ressoucre basique#lâché par récif de corail#nécessaire pour médicament,0,
resource_comp_info_clay,simple resource#dropped by herbs#needed for building,基礎資源#從藥草產出#建築必需品,基础资源#从药草产出#建筑必需品,простой реурс#добывается из трав#нужна для строительства,,Einfacher Rohstoff#wird aus Lehmvorkommen gewonnen#wird zum Bauen benötigt,,простой реурс#добывается из трав#нужна для строительства,ressoucre basique#lâché par l'herbe#nécessaire pour la construction,0,
resource_comp_info_brick,intermediate resource#created from clay in ovens#needed for building,進階資源#利用烤爐加工黏土獲得#建築必需品,中级资源#窑炉加工黏土所得#建筑必需品,промежуточный ресурс#созданный из глины в печах#необходимый для строительства,,Erweiterter Rohstoff#wird aus Lehm im Ofen hergestellt#wird zum Bauen benötigt,,промежуточный ресурс#созданный из глины в печах#необходимый для строительства,ressource intermédiaire#crée avec de l'argile dans les fours,0,
resource_comp_info_metal,advanced resource#created from ore in the smelting furnace#needed for building and crafting,高級資源#利用熔煉爐加工鐵礦獲得#建築與工藝必需品,高级资源#熔炼炉加工铁矿所得#建筑与工艺必需品,продвинутый ресурс#созданный из руды в плавильной печи#необходимый для строительства и крафта,,Fortgeschrittener Rohstoff#wird aus Erz im Schmelzofen hergestellt#wird zum Bauen und Fertigen benötigt,,продвинутый ресурс#созданный из руды в плавильной печи#необходимый для строительства и крафта,ressource avancée#crée avec du minerai dans une fonderie#nécessaire pour la construction et la fabrication,0,
resource_comp_info_gold_bar,advanced resource#created from gold ore in the smelting furnace,高級資源#利用熔煉爐加工金礦獲得,高级资源#熔炼炉加工金矿所得,расширенный ресурс#создан из золотой руды в плавильной печи,,Fortgeschrittener Rohstoff#wird aus Gold im Schmelzofen hergestellt,,расширенный ресурс#создан из золотой руды в плавильной печи,ressource avancée#crée avec du minerai d'or dans le four de fusion,0,
resource_comp_info_sand,simple resource#obtained from sandstone,基礎資源#從砂岩產出,基础资源#产自砂岩,простой ресурс#добывается из песчанника,,Einfacher Rohstoff#wird aus Sandstein gewonnen,,простой ресурс#добывается из песчанника,ressource basique# obtenu à partir de grès,0,
resource_comp_info_oil_drum,advanced resource#obtained from the oil refinery,高級資源#從煉油廠獲得,高级资源#产自炼油厂,усовершенствованный ресурс#полученный на нефтеперерабатывающем заводе,,Fortgeschrittener Rohstoff#wird in der Ölraffinerie hergestellt,,усовершенствованный ресурс#полученный на нефтеперерабатывающем заводе,ressource avancée#obtenu à partir de prétrole raffiné,0,
resource_comp_info_glass,advanced resource#created from sand in the smelting furnace#needed for building and crafting,高級資源#利用熔煉爐加工沙子獲得#建築與工藝必需品,高级资源#窑炉加工沙子所得#建筑与工艺必需品,продвинутый ресурс#создан из песка в плавильной печи#необходим для строительства и крафта,,Fortgeschrittener Rohstoff#wird aus Sand im Schmelzofen hergestellt#wird zum Bauen und Fertigen benötigt,,продвинутый ресурс#создан из песка в плавильной печи#необходим для строительства и крафта,ressource avancée#crée a partir de sable dans le four de fusion#nécessaire pour la construction,0,
resource_comp_info_battery,advanced resource#obtained from the lightning rod when struck with lightning,高級資源#當閃電擊中避雷針時產出,高级资源#闪电击中避雷针时产生,расширенный ресурс#получен из громоотвода при ударе молнии,,"
Fortgeschrittener Rohstoff#wird durch Blitzeinschlag in Blitzableiter gewonnen",,расширенный ресурс#получен из громоотвода при ударе молнии,ressource avancé#obtenu par un paratonnerre frappé par la foudre,0,
resource_comp_info_sulfur,intermediate resource#obtained from sulfur deposits or volcanos,進階資源#從硫礦床或火山產出,中级资源#产自硫黄矿或火山,промежуточный ресурс#полученный из месторождений серы или вулканов,,Erweiterter Rohstoff#wird aus Schwefelvorkommen oder Vulkanen gewonnen,,промежуточный ресурс#полученный из месторождений серы или вулканов,ressource intermédiaire#obtenu par du dépôt de soufre ou des volcans,0,
resource_comp_info_gunpowder,advanced resource#made from mixing coal with sulfur,高級資源#利用煤炭和硫磺製造,高级资源#混合木炭和硫磺制造,усовершенствованный ресурс#изготовлен из смешивания угля с серой,,"
Fortgeschrittener Rohstoff#wird durch Mischen von Kohle mit Schwefel hergestellt",,усовершенствованный ресурс#изготовлен из смешивания угля с серой,ressource avancée# fabriquer en mélangeant du soufre et du charbon,0,
resource_comp_info_egg,simple resource#dropped by chickens over time,基礎資源#雞會自動生蛋,基础资源#鸡自然会生蛋,простой ресурс#его переодически дают куры,,Einfacher Rohstoff#wird über Zeit durch Hühner gelegt,,простой ресурс#его переодически дают куры,ressource basique#laché par les poulets au fils du temps,0,
resource_comp_info_wool,simple resource#dropped by a sheep#can also be obtain from clipping domesticated sheep with a knife,基礎資源#來自綿羊#也能從馴服的羊身上剃毛,基础资源#产自绵羊#能用刀从驯服的羊身上剃毛,"простой ресурс#добытый с  овцы#также можно получить, порезав одомашненную овцу ножом",,Einfacher Rohstoff#wird aus Schafen gewonnen#wird auch aus gezähmten Schafen mit einem Messer gewonnen,,"простой ресурс#добытый с  овцы#также можно получить, порезав одомашненную овцу ножом",ressource basique#laché par un mouton#peut aussi être obtenu par la tonte de mouton domestique avec un couteau,0,
resource_comp_info_cloth,intermediate resource#created from wool at a spinning wheel,進階資源#利用紡車加工羊毛而成,中级资源#产自纺车加工的羊毛,промежуточный ресурс#создан из шерсти на прялке,,Erweiterter Rohstoff#wird aus Wolle am Spinnrad hergestellt,,промежуточный ресурс#создан из шерсти на прялке,ressource intermédiaire#crée avec de la laine sur un rouet,0,
resource_comp_info_raw_meat,simple resource#obtained from some animals#can be cooked,基礎資源#來自某些動物#可烹飪,基础资源#产自某些动物#可烹饪,простой ресурс#получается из животных#можно приготовить,,Einfacher Rohstoff#wird aus Tieren gewonnen#kann gekocht werden,,простой ресурс#получается из животных#можно приготовить,ressource basique#obtenu par certains animaux#peut être cuisiné,0,
resource_comp_info_ice,simple resource#obtained from ice blocks,基礎資源#從冰塊產出,基础资源#产自冰块,простой ресурс#получается из ледяных глыб,,Einfacher Rohstoff#wird aus Eisblocks gewonnen,,простой ресурс#получается из ледяных глыб,ressource basique#obtenu a partir de blocs de glace,0,
resource_comp_info_fish,simple resource#obtained from fishing schools of fish,基礎資源#來自魚群,基础资源#产自鱼群,простой ресурс#получается отлавливая косяки рыб,,Einfacher Rohstoff#wird durch Fischen von Fischvorkommen,,простой ресурс#получается отлавливая косяки рыб,ressource basique#obtenu en pêchant des bancs de poisson,0,
resource_comp_info_water,simple resource#obtained from rain on dry areas,基礎資源#乾燥區域下雨時產生,基础资源#产自干燥地区的雨水,простой ресурс#добывается из дождя в сухих регионах,,Einfacher Rohstoff#wird durch Regen in trockenen Gebieten gewonnen,,простой ресурс#добывается из дождя в сухих регионах,ressource basique#obtenu par la pluie sur des zones sèches,0,
resource_comp_info_flour,intermediate resource#obtained from the windmill$ created from wheat#needed for food processing,進階資源#利用風車加工小麥$ 原料是小麥#加工食品的重要原料,中级资源#产自经风车加工的小麦$ 原料是小麦#加工食品必需品,промежуточный ресурс#полученный с ветряной мельницы$ созданный из пшеницы#необходимый для пищевой промышленности,,Erweiterter Rohstoff#wird in der Windmühle aus Weizen hergestellt#wird zur Lebensmittelherstellung benötigt,,промежуточный ресурс#полученный с ветряной мельницы$ созданный из пшеницы#необходимый для пищевой промышленности,ressource intermédiaire#obtenu par le moulin à vent$ crée a partir de blé#nécessaire pour la fabrication de nourriture,0,
resource_comp_info_leather,intermediate resource#dropped by snakes and bears#needed for clothing,進階資源#來自蛇和熊#製作衣服的必需品,中级资源#产自蛇和熊#制作衣服的必需品,промежуточный ресурс#добытый из змей и медведев#необходим для одежды,,Erweiterter Rohstoff#wird aus Schlangen und Bären gewonnen#wird für Kleidung benötigt,,промежуточный ресурс#добытый из змей и медведев#необходим для одежды,ressource intermédiaire#laché par les serpents et les ours#nécessaire pour les vêtements,0,
resource_comp_info_venom,intermediate resource#dropped by snakes#needed for medication,進階資源#來自蛇#藥學的必需品,中级资源#产自蛇#治疗的必需品,промежуточный ресурс#добыт из змей#необходим для лечения,,Erweiterter Rohstoff#wird aus Schlangen gewonnen#wird für Medizin benötigt,,промежуточный ресурс#добыт из змей#необходим для лечения,ressource intermédiaire#laché par les serpents#nécessaire pour les médicaments,0,
resource_comp_info_plutonium,rare resource#obtained from extraterrestrial life,稀有資源#由外星生物帶來,稀有资源#外星生物带来,редкий ресурс#получен из внеземной жизни,,Seltener Rohstoff#wird von außerirdischem Leben gewonnen,,редкий ресурс#получен из внеземной жизни,ressource rare#obtenu par la vie extraterrestre,0,
resource_comp_info_salt,intermediate resource#obtained from salt deposits$ used to improve food#is consumed whenever food is consumed to improve its feeding %,進階資源#從鹽礦床產出$ 用於食物提味#消耗此資源可以增加食物的飽食度,中级资源#产自盐矿床$ 用于食物提味#消耗此资源可以增加食物的饱食度%,"промежуточный ресурс#полученный из отложений соли$используемый для улучшения питания#потребляется всякий раз, когда пища потребляется для улучшения ее питания %",,"Erweiterter Rohstoff#wird aus Salzvorkommen gewonnen$ um Lebensmittel zu verbessern#wird zusammen mit Essen verbraucht, um die % zu erhöhen",,"промежуточный ресурс#полученный из отложений соли$используемый для улучшения питания#потребляется всякий раз, когда пища потребляется для улучшения ее питания %",ressource intermédiaire#obtenu par les dépôts de sel$ utilisé pour amélioré la nourriture# est consommé quand la nourriture est consommée pour améliorer son alimentation,0,
,,,,,,,,,,0,
comp info hidden,,,,,,,,,,0,
resource_comp_info_hidden_simple,a simple resource,基礎資源,基础资源,простой ресурс,,Ein einfacher Rohstoff,,простой ресурс,une ressource simple,0,
resource_comp_info_hidden_intermediate,an intermediate resource,進階資源,中级资源,средний ресурс,,Ein erweiterter Rohstoff,,средний ресурс,une ressource intermédiaire,0,
resource_comp_info_hidden_advanced,an advanced resource,高級資源,高级资源,продвинутый ресурс,,Ein Fortgeschrittener Rohstoff,,продвинутый ресурс,une ressource avancée,0,
resource_comp_info_hidden_rare,a rare resource,稀有資源,稀有资源,редкий ресурс,,Ein seltener Rohstoff,,редкий ресурс,une ressource rare,0,
,,,,,,,,,,0,
researches,,,,,,,,,,0,
names,,,,,,,,,,0,
research_name_fire,fire,火,火,огонь,,Feuer,,огонь,feu,0,
research_name_knife,knife,刀,刀,нож,,Messer,,нож,couteau,0,
research_name_axe,axe,斧頭,斧头,топор,,Axt,,топор,axe,0,
research_name_pickaxe,pickaxe,十字鎬,十字镐,кирка,,Spitzhacke,,кирка,pioche,0,
research_name_hammer,hammer,錘子,锤子,молот,,Hammer,,молот,marteau,0,
research_name_fishing_rod,fishing rod,釣竿,鱼竿,удочка,,Angelrute,,удочка,canne à pêche,0,
research_name_cactus,cacti needles,仙人掌刺,仙人掌刺,иголки кактусов,,Kaktusnadeln,,иголки кактусов,aiguille de cactus,0,
research_name_toxicberry,toxic berries,毒莓果,毒性浆果,ядовитые ягоды,,Giftige Beeren,,ядовитые ягоды,baie toxic,0,
research_name_antitoxin,medication,基礎藥物,药品,лекарства,,Medikamente,,лекарства,médicament,0,
research_name_advmeds,adv. meds,進階藥物,高级药品,продвинутые лекарства,,Fortschrittliche Medikamente,,продвинутые лекарства,médecine avancée,0,
research_name_vaccine,vaccine,疫苗,疫苗,вакцина,,Impfstoff,,вакцина,vaccin,0,
research_name_domestication,domestication,馴養,驯化,одомашнивание,,Domestizierung,,одомашнивание,domestication,0,
research_name_spinning_wheel,spinning wheel,紡車,纺车,прялка,,Spinnrad,,прялка,rouet,0,
research_name_clothing,clothing,衣服,衣服,одежда,,Kleidung,,одежда,vêtements,0,
research_name_cookpot,cooking pot,鍋子,烹饪锅,котелок,,Kochtopf,,котелок,marmite,0,
research_name_oven,oven,烤爐,烤炉,печка,,Ofen,,печка,four,0,
research_name_charcoal,charcoal,木炭,木炭,древесный уголь,,Holzkohle,,древесный уголь,charbon de bois,0,
research_name_smelting,smelting,熔煉,冶炼,плавильная печь,,Schmelzen,,плавильная печь,fonte,0,
research_name_metal,metal,合金,金属,металл,,Metall,,металл,métal,0,
research_name_glass,glass,玻璃,玻璃,стекло,,Glas,,стекло,verre,0,
research_name_farm,farms,農田,农田,фермы,,Bauernhöfe,,фермы,fermes,0,
research_name_fertilizer,fertilizer,肥料,肥料,удобрение,,Dünger,,удобрение,engrais,0,
